100,17,13.988858726,79,504.079470487
100,8,9.37487934944,53,302.242235005
100,17,13.4220727105,47,379.457370922
100,8,7.84523930811,46,256.968681437
100,11,12.0245702978,48,306.806651456
100,9,8.55639125233,86,494.972219154
100,15,10.2505750585,71,431.26863842
100,9,9.54860349176,67,398.815418261
100,8,11.4867727151,48,275.600326891
100,14,10.8990883115,71,417.918839741
100,8,11.2979292805,48,287.155970378
100,15,12.547889667,55,405.513158427
100,23,8.00508472229,56,458.720552043
100,11,11.4793265527,75,453.796030425
100,16,9.8967232347,71,520.987633511
100,9,6.4561544224,46,277.393209756
100,11,11.1160211231,43,274.745796573
100,9,8.5919726849,71,419.012225715
100,9,9.76495321588,95,507.288695467
100,9,7.18005114675,67,392.013194884
100,8,11.373276407,66,356.188428902
100,14,11.1502064716,63,434.639253428
100,12,10.9651112188,40,268.668684774
100,8,9.85375673522,50,278.607207335
100,12,9.62096725747,70,440.096372485
100,8,12.5753948208,55,327.229247303
100,8,13.5429396366,61,362.028716146
100,8,10.3463372467,75,397.538458184
100,8,12.4039684452,83,470.829655291
100,11,12.4763497554,81,513.258587534
100,11,10.6013821755,62,387.128031011
150,16,10.4430961312,137,781.578690533
150,21,19.8992951022,142,925.928343571
150,22,13.980282435,141,873.706092356
150,14,8.53148276385,160,986.548577393
150,17,13.9028682089,170,999.772878805
150,22,12.3856702473,184,1162.67973149
150,16,9.65319847727,149,877.074686319
150,14,12.9361962769,110,627.659634383
150,19,10.3921210731,139,819.180728988
150,13,8.1748597776,123,697.264240618
150,14,11.7971857773,142,878.82109638
150,11,9.45853406637,122,715.360021628
150,14,14.0578739971,131,773.925030491
150,26,13.3598042777,135,927.507736738
150,14,12.646609545,155,886.36248996
150,19,11.9675935665,131,842.913568626
150,21,8.81338558734,137,862.11840585
150,23,10.6331779635,126,832.138875791
150,15,11.5352340206,146,838.067093811
150,14,13.4806888935,176,1009.65988554
150,12,10.1928013436,148,844.206269387
150,11,11.7052281751,108,628.067035169
150,25,13.6772562617,117,797.57268762
150,18,13.4086673876,165,1015.12153767
150,12,10.1675919025,131,752.971692074
150,17,13.3916218773,145,847.748198013
150,16,8.40875433472,137,864.663205727
150,11,12.554754855,114,617.243395145
150,18,13.1219489212,145,947.111249374
150,20,15.2094991739,131,804.750174559
150,16,11.9962427474,139,847.924108467
200,57,29.3030804238,266,2007.22654845
200,30,10.8173879517,225,1480.81113228
200,21,14.0808498419,216,1307.28026133
200,34,11.6618016732,249,1713.77846478
200,22,12.6283568156,228,1326.27305589
200,17,16.6898477089,217,1309.47637269
200,19,10.6234434225,260,1486.55012131
200,46,27.4019912991,210,1438.6449927
200,14,13.906676069,226,1342.38979761
200,15,11.4522598713,255,1477.61761491
200,14,8.08821211664,278,1618.39492021
200,30,12.8169942885,239,1566.65335289
200,15,12.2078836348,276,1578.43068628
200,20,7.84733469231,221,1309.34648401
